date_vente,heure,ticket_id,produit,categorie,quantite,prix_unitaire_ttc,moyen_paiement
2024-01-19,20:27,T1966,Croissant,Snacking,1.0,1.2,CB
2024-01-19,20:27,T1966,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-19,20:27,T1966,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-19,15:44,T1967,Marlboro Red,Tabac,1.0,12.5,CB
2024-01-19,15:44,T1967,Panini fromage,Snacking,1.0,5.5,CB
2024-01-19,15:44,T1967,Croissant,Snacking,2.0,1.2,CB
2024-01-19,16:58,T1968,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-19,16:58,T1968,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-19,16:58,T1968,Briquet Bic,Accessoires,2.0,1.5,CB
2024-01-19,16:58,T1968,Panini fromage,Snacking,2.0,5.5,CB
2024-01-19,13:25,T1969,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-19,13:25,T1969,Camel Filters,Tabac,1.0,11.9,CB
2024-01-19,13:25,T1969,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-19,10:37,T1970,Camel Filters,Tabac,3.0,11.9,Espèces
2024-01-19,10:37,T1970,Café allongé,Boissons chaudes,1.0,1.5,Espèces
2024-01-19,10:16,T1971,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-01-19,10:16,T1971,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-01-19,21:01,T1972,Eau 50cl,Boissons froides,2.0,1.0,Espèces
2024-01-19,21:01,T1972,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-01-19,21:01,T1972,Marlboro Red,Tabac,2.0,12.5,Espèces
2024-01-19,11:51,T1973,Red Bull,Boissons froides,2.0,2.8,CB
2024-01-19,11:51,T1973,Grattage Astro,FDJ,1.0,5.0,CB
2024-01-19,21:50,T1974,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-19,14:40,T1975,Café allongé,Boissons chaudes,2.0,1.5,CB
2024-01-19,14:40,T1975,Croissant,Snacking,1.0,1.2,CB
2024-01-19,11:40,T1976,Eau 50cl,Boissons froides,2.0,1.0,Espèces
2024-01-19,21:13,T1977,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-01-19,21:13,T1977,Thé menthe,Boissons chaudes,2.0,2.0,Espèces
2024-01-19,21:13,T1977,Feuilles OCB,Accessoires,2.0,1.2,Espèces
2024-01-19,21:13,T1977,Sandwich jambon beurre,Snacking,1.0,4.8,Espèces
2024-01-19,10:45,T1978,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-19,10:45,T1978,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-19,20:41,T1979,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-19,20:41,T1979,Croissant,Snacking,1.0,1.2,CB
2024-01-19,14:24,T1980,Camel Filters,Tabac,1.0,11.9,CB
2024-01-19,19:18,T1981,Camel Filters,Tabac,1.0,11.9,CB
2024-01-19,16:21,T1982,Euromillions,FDJ,1.0,2.5,CB
2024-01-19,16:17,T1983,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-19,16:17,T1983,Euromillions,FDJ,1.0,2.5,CB
2024-01-19,08:53,T1984,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-01-19,08:53,T1984,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-01-19,07:12,T1985,Marlboro Red,Tabac,1.0,12.5,CB
2024-01-19,19:54,T1986,Eau 50cl,Boissons froides,2.0,1.0,CB
2024-01-19,19:54,T1986,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-01-19,19:54,T1986,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-19,22:52,T1987,Café expresso,Boissons chaudes,3.0,1.3,CB
2024-01-19,22:52,T1987,Briquet Bic,Accessoires,3.0,1.5,CB
2024-01-19,22:52,T1987,Marlboro Red,Tabac,2.0,12.5,CB
2024-01-19,22:52,T1987,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-01-19,10:14,T1988,Euromillions,FDJ,2.0,2.5,CB
2024-01-19,10:14,T1988,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-19,10:14,T1988,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-19,19:13,T1989,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-19,19:13,T1989,Camel Filters,Tabac,1.0,11.9,CB
2024-01-19,19:13,T1989,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-01-20,20:21,T1990,Grattage Astro,FDJ,2.0,5.0,CB
2024-01-20,20:21,T1990,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-20,20:21,T1990,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-20,20:59,T1991,Marlboro Red,Tabac,1.0,12.5,CB
2024-01-20,21:36,T1992,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-01-20,21:36,T1992,Croissant,Snacking,1.0,1.2,Espèces
2024-01-20,21:36,T1992,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-01-20,22:40,T1993,Thé menthe,Boissons chaudes,1.0,2.0,Espèces
2024-01-20,22:40,T1993,Red Bull,Boissons froides,1.0,2.8,Espèces
2024-01-20,19:31,T1994,Croissant,Snacking,1.0,1.2,CB
2024-01-20,11:14,T1995,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-20,11:14,T1995,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-01-20,11:14,T1995,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-20,11:14,T1995,Café expresso,Boissons chaudes,2.0,1.3,CB
2024-01-20,22:08,T1996,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-20,22:08,T1996,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-01-20,21:19,T1997,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-20,12:12,T1998,Euromillions,FDJ,1.0,2.5,CB
2024-01-20,12:12,T1998,Sandwich jambon beurre,Snacking,3.0,4.8,CB
2024-01-20,20:38,T1999,Feuilles OCB,Accessoires,2.0,1.2,Espèces
2024-01-20,20:38,T1999,Marlboro Red,Tabac,2.0,12.5,Espèces
2024-01-20,17:47,T2000,Euromillions,FDJ,1.0,2.5,CB
2024-01-20,17:47,T2000,Camel Filters,Tabac,1.0,11.9,CB
2024-01-20,18:51,T2001,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-01-20,18:51,T2001,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-01-20,13:42,T2002,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-20,13:42,T2002,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-20,09:56,T2003,Panini fromage,Snacking,1.0,5.5,CB
2024-01-20,09:56,T2003,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-01-20,09:56,T2003,Camel Filters,Tabac,2.0,11.9,CB
2024-01-20,19:07,T2004,Thé menthe,Boissons chaudes,1.0,2.0,Espèces
2024-01-20,19:07,T2004,Coca-Cola 33cl,Boissons froides,2.0,2.5,Espèces
2024-01-20,10:13,T2005,Euromillions,FDJ,1.0,2.5,CB
2024-01-20,10:13,T2005,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-20,13:47,T2006,Croissant,Snacking,1.0,1.2,CB
2024-01-20,13:47,T2006,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-20,13:47,T2006,Café expresso,Boissons chaudes,2.0,1.3,CB
2024-01-20,19:31,T2007,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-01-20,19:31,T2007,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-20,11:10,T2008,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-20,11:10,T2008,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-20,10:42,T2009,Sandwich jambon beurre,Snacking,1.0,4.8,Espèces
2024-01-20,10:42,T2009,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-01-20,10:42,T2009,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-01-20,10:44,T2010,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-20,10:44,T2010,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-20,10:44,T2010,Croissant,Snacking,1.0,1.2,CB
2024-01-20,13:12,T2011,Camel Filters,Tabac,2.0,11.9,Espèces
2024-01-20,06:01,T2012,Marlboro Red,Tabac,2.0,12.5,Espèces
2024-01-20,08:56,T2013,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-20,08:56,T2013,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-20,08:56,T2013,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-20,10:13,T2014,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-01-20,10:13,T2014,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-01-20,10:25,T2015,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-01-20,10:25,T2015,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-01-20,11:39,T2016,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-01-20,11:39,T2016,Croissant,Snacking,1.0,1.2,CB
2024-01-20,11:39,T2016,Briquet Bic,Accessoires,3.0,1.5,CB
2024-01-20,16:59,T2017,Red Bull,Boissons froides,1.0,2.8,Espèces
2024-01-20,12:40,T2018,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-01-20,21:20,T2019,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-01-20,21:20,T2019,Thé menthe,Boissons chaudes,1.0,2.0,Espèces
2024-01-20,13:40,T2020,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-01-20,13:40,T2020,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-01-20,12:47,T2021,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-20,12:47,T2021,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-01-20,12:47,T2021,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-20,18:15,T2022,Euromillions,FDJ,,2.5,Espèces
2024-01-20,18:15,T2022,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-01-20,07:50,T2023,Panini fromage,Snacking,2.0,5.5,Espèces
2024-01-20,07:50,T2023,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-01-20,07:50,T2023,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-01-20,21:42,T2024,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-01-20,21:42,T2024,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-01-20,08:31,T2025,Croissant,Snacking,1.0,1.2,CB
2024-01-20,08:31,T2025,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-01-20,08:37,T2026,Croissant,Snacking,1.0,1.2,CB
2024-01-20,19:19,T2027,Croissant,Snacking,1.0,1.2,CB
2024-01-20,11:18,T2028,Croissant,Snacking,1.0,1.2,CB
2024-01-20,08:23,T2029,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-20,08:23,T2029,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-20,08:23,T2029,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-20,22:30,T2030,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-20,21:19,T2031,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-01-20,13:19,T2032,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-20,12:45,T2033,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-01-20,12:45,T2033,Croissant,Snacking,2.0,1.2,CB
2024-01-20,13:25,T2034,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-01-20,13:25,T2034,Camel Filters,Tabac,1.0,11.9,Espèces
2024-01-20,13:25,T2034,Croissant,Snacking,1.0,1.2,Espèces
2024-01-20,07:58,T2035,Red Bull,Boissons froides,2.0,2.8,CB
2024-01-20,07:58,T2035,Croissant,Snacking,3.0,1.2,CB
2024-01-20,19:22,T2036,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-20,19:22,T2036,Camel Filters,Tabac,1.0,11.9,CB
2024-01-20,19:22,T2036,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-20,15:58,T2037,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-01-20,11:29,T2038,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-01-20,11:29,T2038,Sandwich jambon beurre,Snacking,1.0,4.8,Espèces
2024-01-20,10:07,T2039,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-01-20,10:07,T2039,Feuilles OCB,Accessoires,2.0,1.2,Espèces
2024-01-20,10:07,T2039,Camel Filters,Tabac,1.0,11.9,Espèces
2024-01-20,14:53,T2040,Panini fromage,Snacking,1.0,5.5,CB
2024-01-20,21:37,T2041,Grattage Astro,FDJ,1.0,5.0,CB
2024-01-20,21:37,T2041,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-01-21,09:47,T2042,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-21,09:47,T2042,Panini fromage,Snacking,1.0,5.5,CB
2024-01-21,08:49,T2043,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-01-21,08:49,T2043,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-01-21,13:45,T2044,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-21,15:52,T2045,Croissant,Snacking,2.0,1.2,CB
2024-01-21,15:52,T2045,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-01-21,15:52,T2045,Camel Filters,Tabac,3.0,11.9,CB
2024-01-21,15:52,T2045,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-01-21,21:06,T2046,Red Bull,Boissons froides,1.0,2.8,Espèces
2024-01-21,21:06,T2046,Thé menthe,Boissons chaudes,1.0,2.0,Espèces
2024-01-21,12:37,T2047,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-21,12:37,T2047,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-21,18:50,T2048,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-01-21,18:50,T2048,Croissant,Snacking,1.0,1.2,Espèces
2024-01-21,18:50,T2048,Sandwich jambon beurre,Snacking,3.0,4.8,Espèces
2024-01-21,18:50,T2048,Lucky Strike,Tabac,2.0,12.2,Espèces
2024-01-21,15:21,T2049,Marlboro Red,Tabac,3.0,12.5,CB
2024-01-21,15:21,T2049,Camel Filters,Tabac,2.0,11.9,CB
2024-01-21,15:21,T2049,Feuilles OCB,Accessoires,2.0,1.2,CB
2024-01-21,15:21,T2049,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-21,08:22,T2050,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-01-21,08:22,T2050,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-01-21,21:08,T2051,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-01-21,21:08,T2051,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-01-21,21:08,T2051,Camel Filters,Tabac,1.0,11.9,CB
2024-01-21,21:32,T2052,Croissant,Snacking,3.0,1.2,CB
2024-01-21,21:32,T2052,Café expresso,Boissons chaudes,2.0,1.3,CB
2024-01-21,21:32,T2052,Marlboro Red,Tabac,1.0,12.5,CB
2024-01-21,07:51,T2053,Euromillions,FDJ,1.0,2.5,Espèces
2024-01-21,07:51,T2053,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-01-21,08:27,T2054,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-01-21,08:27,T2054,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-01-21,09:33,T2055,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-01-21,08:53,T2056,Euromillions,FDJ,2.0,2.5,Espèces
2024-01-21,08:53,T2056,Red Bull,Boissons froides,3.0,2.8,Espèces
2024-01-21,17:15,T2057,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-01-21,17:15,T2057,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-21,21:57,T2058,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-01-21,15:57,T2059,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-01-21,15:57,T2059,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-01-21,21:49,T2060,Thé menthe,Boissons chaudes,2.0,2.0,Espèces
2024-01-21,21:49,T2060,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-01-21,21:49,T2060,Croissant,Snacking,1.0,1.2,Espèces
2024-01-21,20:54,T2061,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-21,20:54,T2061,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-21,20:54,T2061,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-01-21,21:47,T2062,Camel Filters,Tabac,1.0,11.9,Espèces
2024-01-21,21:47,T2062,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-01-21,21:47,T2062,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-01-21,17:12,T2063,Grattage Astro,FDJ,2.0,5.0,Espèces
2024-01-21,17:12,T2063,Marlboro Red,Tabac,2.0,12.5,Espèces
2024-01-21,09:42,T2064,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-21,09:42,T2064,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-21,09:42,T2064,Croissant,Snacking,1.0,1.2,CB
2024-01-21,09:42,T2064,Café expresso,Boissons chaudes,2.0,1.3,CB
2024-01-21,16:29,T2065,Panini fromage,Snacking,1.0,5.5,CB
2024-01-21,16:29,T2065,Eau 50cl,Boissons froides,2.0,1.0,CB
2024-01-21,16:29,T2065,Camel Filters,Tabac,1.0,11.9,CB
2024-01-21,12:44,T2066,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-21,12:44,T2066,Croissant,Snacking,1.0,1.2,CB
2024-01-21,22:21,T2067,Croissant,Snacking,1.0,1.2,CB
2024-01-21,22:21,T2067,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-21,10:31,T2068,Panini fromage,Snacking,1.0,5.5,Espèces
2024-01-21,10:31,T2068,Red Bull,Boissons froides,1.0,2.8,Espèces
2024-01-21,10:31,T2068,Café expresso,Boissons chaudes,1.0,1.3,Espèces
2024-01-21,19:25,T2069,Panini fromage,Snacking,1.0,5.5,CB
2024-01-21,19:25,T2069,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-21,19:25,T2069,Camel Filters,Tabac,1.0,11.9,CB
2024-01-21,19:25,T2069,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-21,21:03,T2070,Panini fromage,Snacking,1.0,5.5,Espèces
2024-01-21,21:03,T2070,Euromillions,FDJ,1.0,2.5,Espèces
2024-01-21,21:03,T2070,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-01-21,09:13,T2071,Croissant,Snacking,1.0,1.2,Espèces
2024-01-21,09:13,T2071,Café expresso,Boissons chaudes,2.0,1.3,Espèces
2024-01-21,20:54,T2072,Grattage Astro,FDJ,1.0,5.0,CB
2024-01-21,08:22,T2073,Red Bull,Boissons froides,2.0,2.8,Espèces
2024-01-21,16:21,T2074,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-01-21,07:15,T2075,Panini fromage,Snacking,1.0,5.5,CB
2024-01-21,07:15,T2075,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-21,20:42,T2076,Euromillions,FDJ,1.0,2.5,CB
2024-01-21,20:42,T2076,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-21,20:42,T2076,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-01-21,09:41,T2077,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-01-21,22:30,T2078,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-21,22:30,T2078,Red Bull,Boissons froides,3.0,2.8,CB
2024-01-21,11:08,T2079,Thé menthe,Boissons chaudes,2.0,2.0,CB
2024-01-21,11:08,T2079,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-21,11:08,T2079,Croissant,Snacking,1.0,1.2,CB
2024-01-21,20:31,T2080,Coca-Cola 33cl,Boissons froides,3.0,2.5,CB
2024-01-21,20:31,T2080,Croissant,Snacking,2.0,1.2,CB
2024-01-21,17:11,T2081,Euromillions,FDJ,2.0,2.5,CB
2024-01-21,09:13,T2082,Thé menthe,Boissons chaudes,1.0,2.0,Espèces
2024-01-21,07:07,T2083,Camel Filters,Tabac,,11.9,CB
2024-01-21,07:07,T2083,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-21,07:07,T2083,Croissant,Snacking,1.0,1.2,CB
2024-01-21,22:57,T2084,Euromillions,FDJ,1.0,2.5,Espèces
2024-01-21,12:58,T2085,Camel Filters,Tabac,1.0,11.9,Espèces
2024-01-21,12:58,T2085,Croissant,Snacking,1.0,1.2,Espèces
2024-01-21,07:09,T2086,Croissant,Snacking,3.0,1.2,CB
2024-01-21,10:22,T2087,Grattage Astro,FDJ,1.0,5.0,CB
2024-01-21,10:22,T2087,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-01-21,10:29,T2088,Sandwich jambon beurre,Snacking,2.0,4.8,CB
2024-01-21,10:29,T2088,Grattage Astro,FDJ,1.0,5.0,CB
2024-01-21,18:17,T2089,Croissant,Snacking,,1.2,Espèces
2024-01-21,18:32,T2090,Grattage Astro,FDJ,1.0,5.0,CB
2024-01-21,18:32,T2090,Eau 50cl,Boissons froides,2.0,1.0,CB
2024-01-21,22:15,T2091,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-21,22:15,T2091,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-21,08:58,T2092,Sandwich jambon beurre,Snacking,2.0,4.8,CB
2024-01-21,08:58,T2092,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-01-21,13:14,T2093,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-01-21,16:56,T2094,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-21,17:18,T2095,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-21,17:18,T2095,Café allongé,Boissons chaudes,2.0,1.5,CB
2024-01-21,12:47,T2096,Lucky Strike,Tabac,1.0,12.2,Espèces
2024-01-21,12:47,T2096,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-01-21,19:42,T2097,Lucky Strike,Tabac,2.0,12.2,CB
2024-01-21,19:42,T2097,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-01-21,19:42,T2097,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-21,18:26,T2098,Red Bull,Boissons froides,2.0,2.8,Espèces
2024-01-21,18:26,T2098,Euromillions,FDJ,1.0,2.5,Espèces
2024-01-21,18:26,T2098,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-01-21,22:56,T2099,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-01-21,22:56,T2099,Panini fromage,Snacking,1.0,5.5,Espèces
2024-01-21,20:54,T2100,Thé menthe,Boissons chaudes,1.0,2.0,CB
2024-01-21,20:54,T2100,Feuilles OCB,Accessoires,2.0,1.2,CB
2024-01-21,08:47,T2101,Briquet Bic,Accessoires,2.0,1.5,CB
2024-01-22,14:32,T2102,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-01-22,14:32,T2102,Briquet Bic,Accessoires,1.0,1.5,Espèces
2024-01-22,14:32,T2102,Pain au chocolat,Snacking,1.0,1.3,Espèces
2024-01-22,14:32,T2102,Sandwich jambon beurre,Snacking,1.0,4.8,Espèces
2024-01-22,10:53,T2103,Grattage Astro,FDJ,1.0,5.0,Espèces
2024-01-22,11:47,T2104,Feuilles OCB,Accessoires,1.0,1.2,Espèces
2024-01-22,11:47,T2104,Café allongé,Boissons chaudes,1.0,1.5,Espèces
2024-01-22,11:47,T2104,Panini fromage,Snacking,2.0,5.5,Espèces
2024-01-22,21:11,T2105,Eau 50cl,Boissons froides,1.0,1.0,CB
2024-01-22,21:11,T2105,Camel Filters,Tabac,1.0,11.9,CB
2024-01-22,21:11,T2105,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-22,21:15,T2106,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-01-22,11:00,T2107,Lucky Strike,Tabac,2.0,12.2,Espèces
2024-01-22,11:00,T2107,Croissant,Snacking,2.0,1.2,Espèces
2024-01-22,16:57,T2108,Euromillions,FDJ,1.0,2.5,CB
2024-01-22,16:57,T2108,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-22,16:57,T2108,Café expresso,Boissons chaudes,1.0,1.3,CB
2024-01-22,16:57,T2108,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-22,19:25,T2109,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-22,19:25,T2109,Grattage Astro,FDJ,1.0,5.0,CB
2024-01-22,09:07,T2110,Café expresso,Boissons chaudes,2.0,1.3,Espèces
2024-01-22,09:07,T2110,Eau 50cl,Boissons froides,1.0,1.0,Espèces
2024-01-22,13:23,T2111,Red Bull,Boissons froides,1.0,2.8,CB
2024-01-22,13:23,T2111,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-01-22,10:22,T2112,Café expresso,Boissons chaudes,2.0,1.3,Espèces
2024-01-22,10:22,T2112,Camel Filters,Tabac,1.0,11.9,Espèces
2024-01-22,10:22,T2112,Euromillions,FDJ,1.0,2.5,Espèces
2024-01-22,13:47,T2113,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-01-22,15:42,T2114,Coca-Cola 33cl,Boissons froides,1.0,2.5,Espèces
2024-01-22,20:45,T2115,Lucky Strike,Tabac,1.0,12.2,CB
2024-01-22,20:45,T2115,Feuilles OCB,Accessoires,3.0,1.2,CB
2024-01-22,09:22,T2116,Pain au chocolat,Snacking,2.0,1.3,CB
2024-01-22,09:22,T2116,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-01-22,09:22,T2116,Marlboro Red,Tabac,1.0,12.5,CB
2024-01-22,15:18,T2117,Grattage Astro,FDJ,1.0,5.0,CB
2024-01-22,16:15,T2118,Coca-Cola 33cl,Boissons froides,2.0,2.5,CB
2024-01-22,11:52,T2119,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-22,11:52,T2119,Coca-Cola 33cl,Boissons froides,1.0,2.5,CB
2024-01-22,11:52,T2119,Camel Filters,Tabac,3.0,11.9,CB
2024-01-22,11:52,T2119,Euromillions,FDJ,1.0,2.5,CB
2024-01-22,10:08,T2120,Sandwich jambon beurre,Snacking,2.0,4.8,CB
2024-01-22,10:08,T2120,Croissant,Snacking,1.0,1.2,CB
2024-01-22,08:03,T2121,Feuilles OCB,Accessoires,1.0,1.2,CB
2024-01-22,08:03,T2121,Panini fromage,Snacking,3.0,5.5,CB
2024-01-22,14:03,T2122,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-01-22,11:22,T2123,Pain au chocolat,Snacking,2.0,1.3,Espèces
2024-01-22,11:22,T2123,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-01-22,18:20,T2124,Briquet Bic,Accessoires,1.0,1.5,CB
2024-01-22,14:16,T2125,Camel Filters,Tabac,1.0,11.9,Espèces
2024-01-22,14:16,T2125,Marlboro Red,Tabac,1.0,12.5,Espèces
2024-01-22,17:55,T2126,Camel Filters,Tabac,1.0,11.9,CB
2024-01-22,20:33,T2127,Pain au chocolat,Snacking,1.0,1.3,CB
2024-01-22,20:33,T2127,Sandwich jambon beurre,Snacking,1.0,4.8,CB
2024-01-22,09:47,T2128,Café allongé,Boissons chaudes,1.0,1.5,CB
2024-01-22,09:47,T2128,Croissant,Snacking,2.0,1.2,CB
